Thu Oct 05 09:17:58 2017    prof.txt

         3128204 function calls (3124911 primitive calls) in 5.202 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 transforms.py:2336(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1037(TransformedBbox)
        1    0.000    0.000    0.000    0.000 threading.py:422(_Semaphore)
        1    0.000    0.000    0.000    0.000 __init__.py:1384(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 cbook.py:1956(_InstanceMethodPickler)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3042(<genexpr>)
        1    0.000    0.000    0.000    0.000 _version.py:136(__lt__)
        1    0.000    0.000    0.000    0.000 mbcs.py:20(decode)
        1    0.000    0.000    0.000    0.000 mathtext.py:1886(Ship)
        1    0.000    0.000    0.000    0.000 geo.py:298(InvertedAitoffTransform)
        2    0.000    0.000    0.000    0.000 getlimits.py:100(_str_xmax)
        1    0.000    0.000    0.000    0.000 tokenize.py:49(any)
        1    0.000    0.000    0.000    0.000 widgets.py:108(Button)
        1    0.000    0.000    0.000    0.000 weakref.py:243(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:530(Scheduler)
        1    0.000    0.000    0.000    0.000 gexf.py:602(GEXFReader)
        1    0.000    0.000    0.000    0.000 _ode.py:953(zvode)
        1    0.000    0.000    0.000    0.000 mathtext.py:158(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 dates.py:149(_UTC)
        1    0.000    0.000    0.000    0.000 patches.py:1199(Ellipse)
        1    0.000    0.000    0.001    0.001 __init__.py:577(_get_configdir)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1290(LocationEvent)
        1    0.000    0.000    0.000    0.000 cbook.py:950(mkdirs)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3024(White)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 widgets.py:669(SubplotTool)
       14    0.000    0.000    0.000    0.000 {thread.get_ident}
        1    0.000    0.000    0.000    0.000 boundary.py:10(<module>)
        1    0.000    0.000    0.000    0.000 data.py:152(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:304(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 ticker.py:178(Formatter)
        1    0.000    0.000    0.000    0.000 dates.py:1253(DateConverter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4212(Combine)
        1    0.000    0.000    0.000    0.000 union_find.py:12(UnionFind)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 geo.py:509(LambertTransform)
        1    0.000    0.000    0.000    0.000 patches.py:1067(YAArrow)
        1    0.000    0.000    0.000    0.000 __init__.py:332(CDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:275(set_fileo)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.000    0.000    0.000    0.000 color_objects.py:659(AdobeRGBColor)
        1    0.000    0.000    0.000    0.000 <decorator-gen-14>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
        1    0.000    0.000    0.000    0.000 <decorator-gen-6>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:44(CGSteihaugSubproblem)
        1    0.000    0.000    0.000    0.000 widgets.py:909(MultiCursor)
        1    0.000    0.000    0.000    0.000 __init__.py:6(ProjectionRegistry)
        1    0.000    0.000    0.000    0.000 legend.py:37(DraggableLegend)
        1    0.000    0.000    0.000    0.000 <decorator-gen-231>:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:494(CFunctionType)
        1    0.000    0.000    0.000    0.000 random.py:800(SystemRandom)
        1    0.000    0.000    0.000    0.000 transforms.py:2379(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 nonlin.py:1327(KrylovJacobian)
        2    0.000    0.000    0.000    0.000 __init__.py:959(append)
        1    0.000    0.000    0.000    0.000 core.py:2400(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 extras.py:1453(MAxisConcatenator)
        2    0.000    0.000    0.000    0.000 tokenize.py:46(maybe)
        3    0.000    0.000    0.000    0.000 core.py:835(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:251(FixedFormatter)
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 nturl2path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:1229(LinearMixing)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        1    0.000    0.000    0.000    0.000 function_base.py:2522(vectorize)
        1    0.000    0.000    0.000    0.000 ElementTree.py:104(_SimpleElementPath)
        1    0.000    0.000    0.000    0.000 __init__.py:1064(rc_context)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1494(KeyEvent)
        1    0.000    0.000    0.000    0.000 btm_utils.py:16(MinNode)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 color_objects.py:18(ColorBase)
        1    0.000    0.000    0.000    0.000 widgets.py:1492(LassoSelector)
        2    0.000    0.000    0.000    0.000 getlimits.py:88(_str_eps)
        1    0.000    0.000    0.000    0.000 interface.py:450(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 polar.py:179(RadialLocator)
        1    0.000    0.000    0.000    0.000 patches.py:3545(Fancy)
        1    0.000    0.000    0.000    0.000 nonlin.py:1269(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 transforms.py:2442(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 backend_bases.py:67(ShowBase)
        1    0.000    0.000    0.000    0.000 interface.py:570(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 pgen.py:347(DFAState)
        1    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 rrule.py:1289(_genitem)
        1    0.000    0.000    0.000    0.000 widgets.py:67(AxesWidget)
        1    0.000    0.000    0.000    0.000 cbook.py:344(_BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        1    0.000    0.000    0.000    0.000 argparse.py:1471(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 mathtext.py:1284(Char)
        1    0.000    0.000    0.000    0.000 dates.py:919(YearLocator)
        1    0.000    0.000    0.000    0.000 helper.py:230(_FFTCache)
        1    0.000    0.000    0.000    0.000 scale.py:330(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:56(LinearScale)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 tz.py:1128(tzical)
        1    0.000    0.000    0.000    0.000 scale.py:155(InvertedLog2Transform)
        1    0.000    0.000    0.000    0.000 cbook.py:1462(MemoryMonitor)
        1    0.000    0.000    0.000    0.000 __init__.py:134(get_projection_names)
        1    0.000    0.000    0.000    0.000 core.py:1001(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3158(StringStart)
        1    0.000    0.000    0.000    0.000 core.py:2617(MaskedIterator)
        1    0.000    0.000    0.000    0.000 collections.py:894(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 core.py:6361(_extrema_operation)
        1    0.000    0.000    0.000    0.000 nonlin.py:1046(Anderson)
        1    0.000    0.000    0.000    0.000 csv.py:162(Sniffer)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:47(_PCGSolver)
        1    0.000    0.000    0.000    0.000 text.py:1391(OffsetFrom)
        3    0.000    0.000    0.000    0.000 _cm.py:96(get_color_function)
        1    0.000    0.000    0.000    0.000 argparse.py:1687(parse_args)
        1    0.000    0.000    0.000    0.000 _ode.py:1112(dop853)
        4    0.000    0.000    0.000    0.000 pyparsing.py:292(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1788(Kern)
        3    0.000    0.000    0.000    0.000 {nt.getpid}
        1    0.000    0.000    0.000    0.000 __init__.py:998(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:1317(LightSource)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:180(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 Image.py:447(_E)
        1    0.000    0.000    0.000    0.000 argparse.py:1144(Namespace)
        1    0.000    0.000    0.000    0.000 mathtext.py:1707(GlueSpec)
        1    0.000    0.000    0.000    0.000 ticker.py:1108(Base)
        1    0.000    0.000    0.000    0.000 geo.py:470(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 <decorator-gen-217>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 transforms.py:2040(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2816(QuotedString)
        1    0.000    0.000    0.000    0.000 offsetbox.py:428(PaddedBox)
        1    0.000    0.000    0.000    0.000 ticker.py:1378(LogLocator)
        1    0.000    0.000    0.000    0.000 __init__.py:993(Manager)
        1    0.000    0.000    0.000    0.000 nonlin.py:1182(DiagBroyden)
        1    0.000    0.000    0.000    0.000 difflib.py:766(Differ)
        1    0.000    0.000    0.000    0.000 figure.py:150(SubplotParams)
        1    0.000    0.000    0.000    0.000 transforms.py:2507(TransformedPath)
        1    0.000    0.000    0.000    0.000 widgets.py:411(CheckButtons)
        1    0.000    0.000    0.000    0.000 mathtext.py:1391(List)
        1    0.000    0.000    0.000    0.000 shutil.py:31(Error)
        4    0.000    0.000    0.000    0.000 __init__.py:429(__init__)
        2    0.000    0.000    0.000    0.000 _abcoll.py:26(<genexpr>)
        1    0.000    0.000    0.000    0.000 image.py:526(AxesImage)
        6    0.000    0.000    0.000    0.000 core.py:875(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:276(_ttinfo)
        1    0.000    0.000    0.000    0.000 <decorator-gen-141>:1(_not_implemented_for)
        2    0.000    0.000    0.000    0.000 pyparsing.py:437(__iter__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-197>:1(_open_file)
        1    0.000    0.000    0.000    0.000 fixer_util.py:24(RParen)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3501(MatchFirst)
        1    0.000    0.000    0.000    0.000 utils.py:18(CurrentEdge)
        1    0.000    0.000    0.000    0.000 optimize.py:1866(Brent)
        1    0.000    0.000    0.000    0.000 scale.py:182(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3331(setResultsName)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3044(<genexpr>)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:15(ReentrancyLock)
        2    0.000    0.000    0.000    0.000 _onenormest.py:122(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        1    0.000    0.000    0.000    0.000 scale.py:128(InvertedLog10Transform)
        1    0.000    0.000    0.000    0.000 patches.py:1171(CirclePolygon)
        1    0.000    0.000    0.000    0.000 widgets.py:543(RadioButtons)
        1    0.000    0.000    0.000    0.000 cbook.py:596(silent_list)
        1    0.000    0.000    0.000    0.000 mathtext.py:1452(Hlist)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 __init__.py:232(RenameImport)
        1    0.000    0.000    0.000    0.000 sputils.py:254(IndexMixin)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(any)
        1    0.000    0.000    0.000    0.000 scale.py:395(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 core.py:906(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3422(Or)
        1    0.000    0.000    0.000    0.000 greedy_coloring_with_interchange.py:7(Node)
        1    0.000    0.000    0.000    0.000 dviread.py:416(DviFont)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1365(TreeBuilder)
        1    0.000    0.000    0.000    0.000 ticker.py:157(TickHelper)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2621(Cursors)
        1    0.000    0.000    0.000    0.000 <decorator-gen-113>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 mathtext.py:1674(Glue)
        1    0.000    0.000    0.000    0.000 csv.py:123(DictWriter)
        1    0.000    0.000    0.000    0.000 cbook.py:814(Sorter)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:377(LbfgsInvHessProduct)
        1    0.000    0.000    0.000    0.000 index_tricks.py:98(nd_grid)
        1    0.000    0.000    0.000    0.000 <decorator-gen-73>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 mathtext.py:363(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 <string>:14(CommentProxy)
        1    0.000    0.000    0.000    0.000 <decorator-gen-191>:1(_open_file)
        1    0.000    0.000    0.000    0.000 interpolate.py:95(NNInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1100(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 grammar.py:22(Grammar)
        1    0.000    0.000    0.000    0.000 six.py:60(X)
        1    0.000    0.000    0.000    0.000 <decorator-gen-193>:1(_open_file)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-3>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 widgets.py:1588(Lasso)
        1    0.000    0.000    0.000    0.000 interface.py:495(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 <decorator-gen-203>:1(_open_file)
        1    0.000    0.000    0.000    0.000 pytree.py:534(LeafPattern)
        1    0.000    0.000    0.000    0.000 transforms.py:2418(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 threading.py:399(notifyAll)
